NodeId	d_1	d_2	clu	clo	n_triad	eig1	eig2
0	10	127	0.022222	0.014815	1	0.014485	0.016609
1	10	128	0.022222	0.013605	1	0.016765	0.017779
2	12	117	0.10606	0.090323	7	0.018745	0.016581
3	14	159	0.054945	0.053763	5	0.022864	0.023601
4	7	106	0.14286	0.048	3	0.014627	0.015331
5	26	255	0.061538	0.11561	20	0.042213	0.03534
6	28	290	0.039683	0.08547	15	0.042374	0.039692
7	10	142	0.088889	0.052288	4	0.020077	0.021946
8	7	75	0.14286	0.072289	3	0.0096052	0.010999
9	24	284	0.032609	0.055215	9	0.037887	0.038603
10	11	170	0.16364	0.090452	9	0.021514	0.023175
11	10	151	0.088889	0.045455	4	0.019544	0.020737
12	27	266	0.042735	0.09375	15	0.033912	0.033497
13	14	175	0.043956	0.039216	4	0.022135	0.023647
14	14	166	0.043956	0.044693	4	0.018541	0.021827
15	15	168	0.085714	0.087805	9	0.019176	0.02085
16	12	137	0.075758	0.067568	5	0.014526	0.017863
17	9	114	0.083333	0.050847	3	0.013052	0.015398
18	12	141	0.060606	0.050314	4	0.013976	0.016358
19	15	141	0.057143	0.07947	6	0.013011	0.016388
20	7	76	0	0	0	0.0055699	0.0083157
21	11	153	0	0	0	0.012381	0.017634
22	7	84	0.047619	0.023256	1	0.007753	0.010092
23	5	33	0	0	0	0.0024787	0.0035307
24	7	68	0	0	0	0.0061595	0.0080458
25	6	65	0.13333	0.057143	2	0.0055402	0.0075363
26	9	85	0.13889	0.10526	5	0.0081405	0.009518
27	8	84	0.071429	0.043956	2	0.0080696	0.0099546
28	8	84	0.035714	0.02381	1	0.0098251	0.011714
29	4	43	0	0	0	0.0038225	0.0052079
30	23	223	0.0079051	0.017699	2	0.024845	0.027943
31	9	112	0.083333	0.049587	3	0.011765	0.014278
32	9	112	0.16667	0.094488	6	0.014625	0.015601
33	8	109	0.071429	0.033898	2	0.011618	0.014054
34	7	71	0.095238	0.054054	2	0.0091943	0.010273
35	8	91	0.14286	0.07619	4	0.012814	0.012374
36	8	101	0.17857	0.084034	5	0.017318	0.01572
37	16	185	0.11667	0.10646	14	0.038919	0.025513
38	27	284	0.099715	0.16393	35	0.064649	0.040284
39	37	376	0.058559	0.14391	39	0.07985	0.050173
40	8	122	0.42857	0.14286	12	0.027374	0.018613
41	10	152	0.088889	0.047904	4	0.024849	0.023038
42	8	89	0.14286	0.080808	4	0.01458	0.013877
43	9	118	0.16667	0.092308	6	0.015351	0.016751
44	13	149	0.16667	0.12683	13	0.026846	0.021922
45	10	133	0.11111	0.065789	5	0.017643	0.018285
