NodeId	d_1	d_2	clu	clo	n_triad	eig1	eig2
0	15	232	0.066667	0.054264	7	0.015727	0.015061
1	8	127	0.035714	0.015267	1	0.0073282	0.0081673
2	7	118	0.047619	0.016807	1	0.0067006	0.0077608
3	17	217	0.022059	0.026906	3	0.013328	0.013786
4	8	126	0.10714	0.043165	3	0.0081193	0.0081821
5	18	213	0.058824	0.075949	9	0.014896	0.013526
6	8	132	0.21429	0.078947	6	0.0098281	0.0086095
7	20	273	0.094737	0.11146	18	0.021222	0.017344
8	16	210	0.075	0.07563	9	0.013952	0.012946
9	10	114	0.13333	0.090909	6	0.0085968	0.0074627
10	17	244	0.051471	0.052434	7	0.01583	0.01506
11	9	133	0.33333	0.15	12	0.0093648	0.0080394
12	16	199	0.033333	0.038462	4	0.012786	0.012562
13	9	128	0	0	0	0.0071382	0.0080859
14	10	129	0.066667	0.042857	3	0.008815	0.0087819
15	11	173	0.054545	0.031746	3	0.011832	0.011408
16	9	119	0.055556	0.032787	2	0.006583	0.006869
17	20	234	0.0052632	0.0086957	1	0.013159	0.013891
18	12	178	0.060606	0.042781	4	0.011278	0.011207
19	7	104	0.047619	0.018018	1	0.0065101	0.006741
20	8	108	0.071429	0.037037	2	0.006457	0.0071428
21	7	94	0	0	0	0.0051027	0.0059765
22	8	92	0	0	0	0.0051059	0.0056521
23	11	176	0.018182	0.010989	1	0.010307	0.011314
24	19	232	0.023392	0.033473	4	0.012647	0.013337
25	9	167	0.027778	0.011494	1	0.0081727	0.0092537
26	6	65	0.26667	0.1039	4	0.0039834	0.0038914
27	18	226	0.045752	0.05668	7	0.01313	0.013447
28	6	59	0.26667	0.1194	4	0.0033018	0.0034269
29	11	168	0.054545	0.034286	3	0.0090638	0.010172
30	17	171	0.029412	0.045198	4	0.0095732	0.0101
31	6	60	0.13333	0.061538	2	0.0030527	0.0033682
32	12	210	0.045455	0.027907	3	0.010699	0.012125
33	8	115	0.10714	0.045802	3	0.007152	0.0071553
34	12	151	0.045455	0.037736	3	0.0084987	0.0090113
35	13	200	0.038462	0.029268	3	0.010987	0.011718
36	27	287	0.034188	0.07717	12	0.018599	0.017665
37	11	169	0.054545	0.034483	3	0.0094433	0.010333
38	10	119	0.044444	0.032258	2	0.0066431	0.0072132
39	10	136	0.088889	0.055556	4	0.0068915	0.0076904
40	8	110	0.071429	0.034783	2	0.0058123	0.0064379
41	8	123	0.10714	0.045802	3	0.0060563	0.0068711
42	29	268	0.034483	0.094276	14	0.01631	0.015146
43	12	188	0.060606	0.040201	4	0.0097236	0.010533
44	12	172	0.015152	0.011628	1	0.0087078	0.0096893
45	6	89	0	0	0	0.0044146	0.0047781
46	20	227	0.010526	0.016949	2	0.011534	0.011979
47	7	116	0.095238	0.03125	2	0.0056315	0.0061535
48	25	249	0.046667	0.1	14	0.015144	0.014284
49	6	78	0.26667	0.087912	4	0.0040544	0.0040694
50	13	127	0.089744	0.096552	7	0.0073437	0.0071657
51	11	155	0.072727	0.048193	4	0.0077506	0.0083221
52	7	71	0.14286	0.073171	3	0.0035209	0.0036399
53	7	90	0	0	0	0.0044862	0.0052939
54	9	110	0.055556	0.034483	2	0.0049175	0.0055865
55	5	55	0.1	0.035714	1	0.0022261	0.002771
56	9	123	0.055556	0.033058	2	0.0057966	0.0070748
57	12	119	0.075758	0.078125	5	0.0056756	0.0062083
58	11	128	0.072727	0.057554	4	0.0065679	0.0071995
59	10	133	0.044444	0.028571	2	0.006927	0.0075413
60	7	93	0.047619	0.020202	1	0.0046567	0.0051894
61	9	103	0.027778	0.019231	1	0.0045022	0.0052311
62	19	229	0.005848	0.0089286	1	0.011216	0.012662
63	6	88	0.066667	0.022222	1	0.0037194	0.0044029
64	25	242	0.03	0.067925	9	0.013772	0.013581
65	7	115	0.095238	0.033058	2	0.0056107	0.0064126
66	13	128	0.076923	0.087591	6	0.0070368	0.0076195
67	12	137	0.075758	0.066667	5	0.0074736	0.0078791
68	15	167	0.0095238	0.012422	1	0.0089395	0.010214
69	8	106	0.071429	0.036697	2	0.0057859	0.0064936
70	11	167	0	0	0	0.0084142	0.0099731
71	10	151	0	0	0	0.0077077	0.0091777
72	7	83	0	0	0	0.0037103	0.004436
73	7	80	0	0	0	0.0044145	0.005103
74	10	111	0.022222	0.018349	1	0.0056498	0.0065637
75	15	181	0.028571	0.032787	3	0.0092389	0.010281
76	7	74	0	0	0	0.0038424	0.0041686
77	6	80	0	0	0	0.0043139	0.0050757
78	9	116	0	0	0	0.0062629	0.0073561
79	7	89	0.19048	0.079208	4	0.0056118	0.0055169
80	10	168	0.13333	0.067039	6	0.0096768	0.010394
81	9	99	0.19444	0.12174	7	0.0068601	0.0064208
82	18	246	0.039216	0.042105	6	0.016229	0.015108
83	12	189	0.030303	0.020619	2	0.010987	0.011804
84	22	247	0.051948	0.084211	12	0.016681	0.01476
85	7	101	0.28571	0.10084	6	0.0064232	0.0061835
86	8	113	0.17857	0.080645	5	0.0063744	0.0064932
87	10	129	0.044444	0.030075	2	0.0073006	0.0078933
88	15	184	0.019048	0.020942	2	0.0098422	0.010664
89	10	165	0	0	0	0.0086582	0.0094769
90	13	127	0.038462	0.046154	3	0.0068093	0.0074748
91	7	116	0.095238	0.03252	2	0.0059826	0.0065974
92	10	161	0.11111	0.056818	5	0.010034	0.010317
93	17	285	0.029412	0.025806	4	0.01545	0.016259
94	21	253	0.042857	0.065217	9	0.01627	0.015591
95	12	156	0.090909	0.069767	6	0.0097127	0.0099379
96	10	144	0.088889	0.049689	4	0.0086383	0.0087233
97	15	159	0.07619	0.090395	8	0.0095558	0.0092301
98	11	151	0.054545	0.03681	3	0.0097254	0.0097687
99	10	157	0.022222	0.012658	1	0.0089961	0.0099354
100	9	144	0.083333	0.04	3	0.0084026	0.0087419
101	9	132	0.13889	0.067568	5	0.0086387	0.008584
102	15	171	0.057143	0.06383	6	0.011564	0.01094
103	13	226	0.076923	0.045977	6	0.015761	0.014394
104	25	256	0.023333	0.04878	7	0.018775	0.016159
105	5	80	0.2	0.046512	2	0.0047423	0.0050064
106	26	294	0.04	0.076696	13	0.021924	0.018602
107	12	150	0.12121	0.090395	8	0.01156	0.010083
108	18	239	0.091503	0.10182	14	0.016216	0.014639
109	11	168	0.10909	0.0625	6	0.011492	0.010812
110	15	194	0.038095	0.039409	4	0.012019	0.012059
111	12	167	0.060606	0.042328	4	0.011431	0.010782
112	9	115	0.027778	0.017544	1	0.0062076	0.0071035
113	8	111	0.035714	0.017544	1	0.0067785	0.0070223
114	14	225	0.043956	0.03252	4	0.014432	0.014337
115	19	263	0.017544	0.022305	3	0.015531	0.016189
116	13	215	0.012821	0.0091324	1	0.012627	0.013881
117	7	100	0	0	0	0.0056915	0.0064186
118	8	70	0.10714	0.08	3	0.0038204	0.0040164
119	7	95	0.095238	0.04	2	0.0055296	0.0061272
120	9	130	0.027778	0.015267	1	0.0066212	0.0076138
121	9	120	0.027778	0.015504	1	0.0065524	0.0070081
122	10	122	0.066667	0.046154	3	0.0067831	0.0071656
123	9	170	0.027778	0.011494	1	0.0085558	0.010056
124	10	123	0.044444	0.032	2	0.0068991	0.0075771
125	7	100	0.047619	0.019608	1	0.0052872	0.0060408
126	6	73	0	0	0	0.0036409	0.0041097
127	7	74	0.14286	0.071429	3	0.0045798	0.0044132
128	11	142	0.072727	0.049383	4	0.0084651	0.0083326
129	19	268	0.035088	0.042254	6	0.014825	0.015051
130	8	111	0	0	0	0.006033	0.0067386
131	8	84	0	0	0	0.0047672	0.0053639
132	4	45	0.16667	0.042553	1	0.0023965	0.0026258
133	7	83	0	0	0	0.0042614	0.0050098
134	6	71	0	0	0	0.0038789	0.0044581
135	10	119	0.044444	0.03252	2	0.0062135	0.0067705
136	7	116	0.14286	0.04918	3	0.006123	0.0068424
137	27	337	0.039886	0.076712	14	0.019536	0.019652
138	6	94	0.33333	0.093458	5	0.0052986	0.0053774
139	11	143	0.23636	0.15476	13	0.0083639	0.0079996
140	13	148	0.064103	0.060241	5	0.008362	0.0082772
141	19	230	0.052632	0.070866	9	0.013822	0.013355
142	9	93	0.055556	0.040404	2	0.0048592	0.0050961
143	14	162	0.021978	0.022857	2	0.0088267	0.0090498
144	7	84	0.2381	0.09901	5	0.0047855	0.004703
145	20	242	0.1	0.1362	19	0.014258	0.01391
146	9	117	0.055556	0.032	2	0.0054128	0.0060181
147	11	175	0.018182	0.011429	1	0.0088502	0.010255
148	14	153	0.054945	0.061728	5	0.0076497	0.0083647
149	8	114	0.035714	0.016667	1	0.0057191	0.0065753
150	7	97	0.14286	0.057143	3	0.0043524	0.0049112
151	12	142	0.10606	0.091503	7	0.0064419	0.0072696
152	6	63	0.13333	0.060606	2	0.002898	0.0032874
153	10	125	0.022222	0.016129	1	0.0062103	0.0069894
154	9	103	0.11111	0.073394	4	0.0048478	0.0054435
155	10	135	0.022222	0.015038	1	0.0070928	0.0083012
156	5	69	0	0	0	0.0037935	0.0045204
157	17	217	0.022059	0.026667	3	0.011217	0.012112
158	11	117	0.072727	0.062992	4	0.0058064	0.0063847
159	8	92	0.10714	0.061224	3	0.0043674	0.0049159
160	14	167	0.054945	0.054945	5	0.0080319	0.008727
161	8	73	0.14286	0.097561	4	0.0036587	0.0039159
162	9	141	0.11111	0.052288	4	0.0068506	0.007725
163	19	222	0.02924	0.041152	5	0.011951	0.012085
164	13	194	0.051282	0.039409	4	0.010084	0.011091
165	8	131	0.10714	0.042857	3	0.0073384	0.0080069
166	20	247	0.021053	0.03125	4	0.01334	0.014262
167	9	103	0.11111	0.073394	4	0.0053318	0.0059565
168	13	179	0.012821	0.011364	1	0.0089784	0.01033
169	9	127	0.027778	0.015625	1	0.006648	0.0077064
170	9	124	0.083333	0.047619	3	0.0062143	0.0073178
171	19	184	0.011696	0.022222	2	0.010533	0.011368
172	10	150	0	0	0	0.0077506	0.0091222
173	7	91	0	0	0	0.0052442	0.0059389
174	7	66	0.14286	0.076923	3	0.004515	0.0041763
175	19	197	0.081871	0.12174	14	0.014038	0.012626
176	14	161	0.098901	0.10112	9	0.010776	0.010497
177	16	218	0.05	0.048193	6	0.014014	0.013461
178	10	106	0.044444	0.033898	2	0.007618	0.0072523
179	11	179	0.054545	0.032787	3	0.0096984	0.010773
180	7	94	0.19048	0.072072	4	0.005931	0.005677
181	5	64	0.4	0.10526	4	0.0041713	0.0038589
182	25	251	0.03	0.065217	9	0.016734	0.015672
183	19	261	0.017544	0.022901	3	0.014438	0.015764
184	13	142	0.064103	0.064935	5	0.0078768	0.0083599
185	17	158	0.044118	0.065934	6	0.0101	0.0095565
186	12	154	0.060606	0.049383	4	0.0078081	0.0087312
187	11	137	0.036364	0.028169	2	0.0076367	0.0082346
188	8	84	0.035714	0.022727	1	0.0047733	0.0051608
189	7	76	0.047619	0.026667	1	0.004048	0.0046783
190	11	164	0	0	0	0.0086563	0.0099185
191	8	91	0.035714	0.021277	1	0.0052394	0.0055651
192	19	253	0.017544	0.023529	3	0.014821	0.015691
193	36	390	0.025397	0.073227	16	0.026761	0.023783
194	12	166	0.10606	0.076923	7	0.010711	0.010743
195	7	83	0.047619	0.024096	1	0.0045441	0.005121
196	11	138	0.018182	0.014599	1	0.007786	0.0087164
197	14	158	0.065934	0.068182	6	0.01035	0.0099012
198	8	92	0.10714	0.06	3	0.0057154	0.005932
199	12	179	0.030303	0.021505	2	0.011027	0.011516
200	12	158	0.075758	0.060606	5	0.0089253	0.0095686
201	16	202	0.066667	0.073059	8	0.012556	0.012609
202	10	184	0.022222	0.010152	1	0.011139	0.01151
203	8	124	0.071429	0.030534	2	0.0080972	0.0082907
204	32	408	0.020161	0.044543	10	0.028639	0.025758
205	25	283	0.023333	0.044586	7	0.019998	0.017978
206	10	139	0.066667	0.040268	3	0.0088674	0.0092109
207	8	114	0.071429	0.033333	2	0.0073799	0.0077716
208	12	151	0.030303	0.024691	2	0.0096583	0.0096979
209	7	87	0	0	0	0.0052372	0.0057956
210	9	120	0.027778	0.016529	1	0.007304	0.0078047
211	8	113	0.14286	0.065574	4	0.0071286	0.007276
212	9	120	0.11111	0.06015	4	0.0079188	0.0075329
213	7	121	0.047619	0.015152	1	0.0077271	0.0081048
214	8	103	0.10714	0.054545	3	0.0055746	0.006035
215	22	239	0.017316	0.033333	4	0.014439	0.015022
216	10	119	0.022222	0.015873	1	0.0062367	0.0066661
217	10	112	0.044444	0.031746	2	0.0067181	0.0065766
218	12	162	0.090909	0.066667	6	0.0086124	0.0087802
219	14	217	0	0	0	0.011404	0.013047
220	6	68	0.066667	0.027778	1	0.0037829	0.0041691
221	25	319	0.026667	0.045714	8	0.020223	0.019134
222	11	137	0.036364	0.028369	2	0.0074267	0.0080267
223	15	231	0.07619	0.063492	8	0.013856	0.01413
224	18	252	0.058824	0.064286	9	0.015241	0.014839
225	30	323	0.027586	0.066667	12	0.021376	0.019308
226	17	258	0.044118	0.042857	6	0.015288	0.015371
227	14	207	0.032967	0.027397	3	0.011715	0.012338
228	9	146	0.13889	0.061728	5	0.0083164	0.0087591
229	9	132	0.027778	0.014815	1	0.0072758	0.0080815
230	6	53	0.066667	0.036364	1	0.0029338	0.0032864
231	8	88	0.035714	0.021277	1	0.00463	0.0051702
232	11	150	0.036364	0.025157	2	0.009055	0.0094578
233	8	117	0.10714	0.047619	3	0.006298	0.0068973
234	20	232	0.057895	0.086957	11	0.013491	0.013376
235	16	227	0.041667	0.041841	5	0.011673	0.01244
236	12	198	0.045455	0.028846	3	0.0099851	0.010802
237	8	113	0.071429	0.032258	2	0.0062769	0.0066797
238	9	94	0.027778	0.019608	1	0.004878	0.0050845
239	9	104	0	0	0	0.0045842	0.0053226
240	12	158	0.075758	0.05988	5	0.0084267	0.0090491
241	9	138	0.13889	0.065359	5	0.0071972	0.007873
242	20	210	0.052632	0.087336	10	0.011491	0.011628
243	22	237	0.025974	0.047059	6	0.012018	0.012542
244	15	190	0.057143	0.059113	6	0.0098799	0.010802
245	15	157	0.047619	0.057143	5	0.0078666	0.0082317
246	17	157	0.051471	0.080925	7	0.0074711	0.0077983
247	4	40	0.5	0.12766	3	0.0017855	0.0018994
248	8	118	0.035714	0.016667	1	0.0061283	0.0068584
249	8	118	0.071429	0.033058	2	0.0060763	0.006857
250	8	109	0.14286	0.070175	4	0.0054427	0.005994
251	9	76	0.11111	0.098765	4	0.0036652	0.0041718
252	6	54	0	0	0	0.0024407	0.0028947
253	13	150	0.076923	0.071856	6	0.0083952	0.0087569
254	6	54	0.13333	0.067797	2	0.0026732	0.0029712
255	7	93	0	0	0	0.0041841	0.0050872
256	7	67	0.095238	0.057143	2	0.0031059	0.0036003
257	7	72	0.095238	0.054054	2	0.0037744	0.0042656
258	17	213	0.022059	0.027397	3	0.011171	0.012195
259	7	98	0.095238	0.037736	2	0.0053016	0.0057872
260	28	332	0.029101	0.061111	11	0.019011	0.018687
261	9	132	0.11111	0.055944	4	0.0072606	0.0075905
262	10	156	0.088889	0.047337	4	0.0086506	0.009329
263	12	158	0.030303	0.02454	2	0.0087272	0.0095916
264	12	186	0.060606	0.040201	4	0.010839	0.011553
265	11	155	0	0	0	0.0082969	0.0091582
266	8	108	0.035714	0.017857	1	0.0061207	0.0067823
267	7	107	0	0	0	0.0054278	0.0064958
268	8	102	0	0	0	0.0052966	0.0060653
269	9	155	0.027778	0.012903	1	0.0085094	0.0096065
270	15	192	0.066667	0.066351	7	0.012161	0.011944
271	21	261	0.038095	0.053156	8	0.017457	0.01593
272	8	122	0.071429	0.031746	2	0.007952	0.0083337
273	10	135	0	0	0	0.0077176	0.0084348
274	7	100	0	0	0	0.0057675	0.0065157
275	15	178	0.019048	0.021505	2	0.010854	0.010984
276	7	83	0.095238	0.044944	2	0.0049335	0.0049458
277	20	274	0.031579	0.041522	6	0.016796	0.01693
