-0.036134	-0.121970
-0.115754	-1.086820
-0.187452	0.684300
-0.222114	-1.075190
-0.164172	0.033300
-0.325542	0.744800
-0.317968	0.033600
-0.407742	-0.526640
-0.448592	0.462500
-0.380816	0.200700
-0.476934	2.124700
-0.580794	0.371700
-0.487794	1.021000
-0.450954	0.783400
-0.583380	-0.127840
-0.533844	-0.336810
-0.252572	-0.687150
-0.432016	1.308400
-0.445710	-0.935840
-0.273658	-2.672370
-0.266864	-0.772740
-0.117188	-0.521570
-0.091132	-2.015290
-0.079402	0.050400
0.158500	-0.894620
0.035600	-0.013170
0.095920	-0.184680
-0.023646	-0.679450
0.027580	-0.073740
0.209640	0.858200
0.138600	0.376900
0.132320	-0.749270
0.108920	1.402300
0.389280	0.805900
0.373720	-0.335230
0.422080	0.672600
0.567980	1.211500
0.412020	0.046500
0.425480	-0.285110
0.417040	1.150900
0.466340	-1.314280
0.225340	-0.131080
0.176980	-0.470960
0.072560	0.072300
0.093540	1.673300
0.120680	-0.010240
-0.011270	-0.405610
-0.246824	-0.315260
0.033940	-0.606960
-0.063718	-1.596330
-0.148116	-0.988120
-0.143434	0.797100
-0.190236	1.104700
-0.267162	-1.325570
-0.216992	-0.971750
-0.333356	1.569600
-0.278980	0.158700
-0.215664	-0.161900
-0.188246	1.418200
-0.227282	-1.993640
-0.397322	0.568000
-0.586050	-0.014150
-0.416320	0.515600
-0.232300	-1.197540
-0.337968	1.116700
-0.492154	0.557300
-0.334828	-1.435720
-0.098122	-0.114030
-0.027786	0.941000
0.038060	-0.218840
0.003540	-0.417900
-0.159542	-1.048330
-0.129750	-0.134850
0.044580	-1.100940
0.296640	0.746100
0.124180	-0.082440
0.263240	0.095800
0.255320	-0.066740
0.425060	0.018800
0.223100	1.141700
0.113500	-0.157850
0.251860	1.327700
0.373440	1.102200
0.575120	0.450600
0.546360	0.132600
0.461700	0.059000
0.461500	0.126900
0.324360	-1.852440
0.316080	0.990600
0.421220	-0.226160
0.386840	0.930100
0.160240	0.990900
0.265220	-0.741900
0.325980	0.042600
0.153460	2.004800
0.070780	-0.121760
-0.029950	0.775800
0.046080	-2.856570
-0.004232	1.345300
-0.014400	-0.264430
-0.034376	-0.494680
-0.196546	-0.411970
-0.227188	-0.580190
-0.447374	1.603100
-0.205010	0.915100
-0.242534	0.491200
-0.262472	-1.241210
-0.265916	0.561400
-0.300806	0.552000
-0.429944	-0.137140
-0.319700	-0.925460
-0.270372	-0.988970
-0.191180	-0.704300
-0.385810	0.917800
-0.188308	-0.383380
-0.152900	1.203400
-0.080890	-0.357410
-0.112140	-0.337410
-0.019090	-0.449440
-0.046454	-0.273970
0.139820	1.197800
0.312560	0.547400
0.438500	0.697500
0.186060	1.322200
0.362420	-1.655220
0.436020	0.897100
0.349140	0.070200
0.287560	-1.027920
0.377100	1.657000
0.303320	0.718200
0.362920	0.157700
0.529280	-0.148100
0.505220	-1.866580
0.403140	0.576600
0.352600	2.470500
0.316480	0.800400
0.425860	-1.952630
0.461640	-1.040490
0.459320	-2.133560
0.286440	-1.010660
0.101080	-0.155240
0.235020	-0.266060
0.202660	1.174000
0.225320	0.905100
0.056640	2.038900
0.097660	-0.499960
-0.002414	-1.073000
0.109080	0.324200
-0.142812	0.310300
-0.266398	-2.125050
-0.205306	-0.154340
-0.291702	1.199800
-0.223214	1.570400
-0.249490	-0.395310
-0.412116	1.056300
-0.372406	0.814200
-0.545088	0.247000
-0.464968	0.403800
-0.393234	0.008200
-0.187832	-0.219520
-0.217768	-1.469970
-0.290514	0.227700
-0.347088	1.445600
-0.271640	0.876100
-0.122518	-0.828200
-0.055650	-1.420600
-0.056384	-0.648700
-0.201102	-0.310810
0.009080	-0.496050
0.402380	-0.830240
0.421480	2.246600
0.292080	-2.494730
0.228800	0.254100
0.449020	-0.266290
0.513180	-1.806950
0.540760	0.832400
0.547880	-0.010790
0.393920	-0.490850
0.552380	0.255900
0.524100	1.685900
0.537700	-0.184950
0.603340	-0.223970
0.460920	-0.948160
0.425860	0.289300
0.351020	-0.495080
0.322340	-1.576810
0.261320	0.244800
0.437420	0.373700
0.254600	1.981800
0.272540	-0.576550
0.200500	0.232500
0.066900	-1.437760
0.148860	-0.264060
0.141660	-1.256580
0.028520	0.893500
0.070640	0.498100
-0.097928	-0.754740
-0.064584	0.813900
-0.232872	0.756400
-0.180190	0.816700
-0.211766	-0.119260
-0.301264	0.046700
-0.181498	0.648200
-0.405518	-1.182060
-0.359956	-1.305380
-0.251756	-0.630050
-0.148642	-0.310840
-0.099102	-0.305200
-0.287962	0.403900
-0.249778	0.145700
-0.002338	-0.149960
0.010880	0.037700
-0.188004	-0.100970
-0.313808	0.050200
-0.047544	-0.745220
-0.079568	0.032900
0.115300	-0.721060
0.401420	0.533800
0.451840	-0.270720
0.466980	-0.813180
0.332020	0.800900
0.486380	-1.802390
0.361620	0.798900
0.448040	1.032600
0.530200	-0.182110
0.586960	0.574700
0.506320	-1.577620
0.337260	-0.273070
0.522960	-1.677350
0.518040	-0.625690
0.612200	0.144400
0.665020	-1.492810
0.516660	0.417900
0.617700	0.718300
0.535700	-0.767220
0.646480	-2.234300
0.519460	-1.040890
0.291960	0.547400
0.137900	-1.634310
0.120960	1.135900
0.239060	1.267600
0.283860	0.036600
-0.025880	1.121600
0.115720	-1.451900
0.106900	-1.518590
0.045520	0.104900
-0.107494	0.259400
0.049940	-0.516410
-0.201098	-0.719340
-0.257936	-1.408840
-0.163760	-0.178400
-0.221574	-1.563930
-0.351082	0.082900
-0.087446	-0.423740
0.008160	0.430300
-0.028320	-2.007570
-0.166506	0.427300
-0.110146	-0.088240
-0.004896	0.592000
-0.020014	0.191200
0.110900	0.296600
0.060500	1.285000
0.070020	-0.708970
0.251440	-0.274810
0.141980	1.199200
0.260160	1.054600
0.521400	-0.546400
0.362820	-1.091950
0.401320	-0.378370
0.428360	-0.488400
0.388340	-0.383070
0.313800	0.069600
0.466660	-0.120970
0.693760	0.075100
0.651240	-0.124190
0.535500	0.759700
0.511580	0.355300
0.648260	1.157900
0.669980	-1.244120
0.752220	0.071100
0.662040	1.051400
0.624960	2.487700
0.805100	0.575500
0.706020	1.972500
0.401280	0.787000
0.253780	1.846700
0.138120	0.113400
0.210720	-2.924670
0.188160	0.023900
0.098280	-0.506580
0.100800	2.148900
-0.003478	1.002400
0.198360	-0.076230
0.053480	1.557000
-0.112842	-0.128410
-0.107116	1.923600
-0.036604	-1.017020
0.009680	0.958300
-0.205406	0.247500
-0.196966	-1.785070
-0.259852	0.523200
-0.092904	-1.420320
-0.236928	0.317000
-0.121764	-0.213980
0.025620	0.534600
0.014780	0.185800
-0.061540	0.373200
-0.083464	-0.694930
0.064300	1.220500
0.162300	-0.736310
0.137620	0.792800
0.234060	-1.833500
0.038740	1.405500
0.379660	-0.037610
0.410300	-0.216170
0.434540	-0.209800
0.433280	-1.205290
0.520140	-1.896770
0.599980	-0.508350
0.450460	0.174900
0.542860	-1.783780
0.750220	0.177900
0.463840	1.270100
0.450480	0.353700
0.706020	0.119500
0.550680	0.658300
0.744900	-0.167430
0.799620	0.205400
0.574480	-0.359930
0.635520	0.184500
0.627920	1.759300
0.648680	-0.837950
0.521600	0.570400
0.335220	0.662900
0.386040	-0.032800
0.162420	0.961300
0.208220	1.500300
0.139160	-0.979900
0.189980	-0.042920
0.055940	-0.812310
0.044860	-1.073270
0.034760	1.413300
-0.168270	-0.078730
-0.063492	-3.705310
-0.080646	-0.166520
-0.089120	-0.761070
-0.101332	0.331000
-0.194090	-1.328270
-0.279772	-1.803770
-0.150914	1.172500
-0.088658	-1.078010
-0.197714	0.307300
-0.043162	-0.448970
-0.068502	1.140800
-0.077564	2.186700
0.073180	-0.301840
-0.107238	-0.551670
0.127980	1.159100
-0.088476	-0.894730
0.321800	-0.417490
0.101400	-1.239690
0.340960	1.116300
0.056080	0.736700
0.309640	0.179000
0.415720	-1.726540
0.452100	0.121000
0.572460	0.429300
0.427360	1.064000
0.723920	-1.201430
0.716220	-0.146470
0.528220	1.089000
0.590400	0.613000
0.652520	-0.993960
0.792860	-1.171030
0.510560	-0.938550
0.650240	0.767200
0.379660	-0.657170
0.504480	-0.195290
0.717620	-1.917760
0.562060	1.638800
