1	1.23303	0.987803	1.22083
1	1.15638	0.891318	1.0477
1	1.12471	1.06843	1.19314
1	1.09736	0.892481	0.989837
1	1.02627	1.00333	1.0296
1	0.959301	1.07448	1.03378
1	0.925958	1.00336	0.929319
1	0.964286	0.947336	0.911623
1	0.871616	1.04625	0.917869
1	0.906426	1.02007	0.926496
1	0.911617	1.21247	1.12408
1	0.951857	1.03717	0.989029
1	0.968612	1.1021	1.07071
1	1.01039	1.07834	1.08873
1	1.01234	0.987216	0.999557
1	1.11342	0.966319	1.07974
1	1.26789	0.931285	1.19918
1	1.21842	1.13084	1.34926
1	1.12741	0.906416	1.03383
1	1.1587	0.732763	0.891461
1	1.09002	0.922726	1.01275
1	1.05553	0.947843	1.00338
1	0.931336	0.798471	0.729807
1	0.950738	1.00504	0.955775
1	0.926114	0.910538	0.836651
1	0.892185	0.998683	0.890868
1	0.85812	0.981532	0.839652
1	0.93929	0.932055	0.871345
1	0.997372	0.992626	0.989998
1	1.07297	1.08582	1.1588
1	1.16106	1.03769	1.19875
1	1.18735	0.925073	1.11243
1	1.37977	1.14023	1.52
1	1.31978	1.08059	1.40037
1	1.30745	0.966477	1.27392
1	1.16791	1.06726	1.23516
1	1.07547	1.12115	1.19662
1	1.11047	1.00465	1.11512
1	1.05838	0.971489	1.02987
1	1.04031	1.11509	1.1554
1	0.967601	0.868572	0.836173
1	0.904903	0.986892	0.891794
1	0.94322	0.952904	0.896124
1	1.06271	1.00723	1.06994
1	0.990824	1.16733	1.15815
1	1.0858	0.998976	1.08477
1	1.16635	0.959439	1.12579
1	1.25591	0.968474	1.22438
1	1.31902	0.939304	1.25832
1	1.25434	0.840367	1.09471
1	1.2144	0.901188	1.11559
1	1.24541	1.07971	1.32513
1	1.14614	1.11047	1.25661
1	1.17103	0.867443	1.03847
1	0.994148	0.902825	0.896973
1	0.994249	1.15696	1.15121
1	0.948329	1.01587	0.964203
1	0.943147	0.98381	0.926957
1	1.00012	1.14182	1.14194
1	1.03566	0.800636	0.836294
1	1.08866	1.0568	1.14545
1	1.17953	0.998585	1.17812
1	1.28898	1.05156	1.34054
1	1.32406	0.880246	1.20431
1	1.22811	1.11167	1.33978
1	1.26237	1.05573	1.3181
1	1.2871	0.856428	1.14353
1	1.21154	0.988597	1.20014
1	1.16775	1.0941	1.26185
1	1.11153	0.978116	1.08965
1	1.00166	0.95821	0.959873
1	0.987051	0.895167	0.882218
1	0.910332	0.986515	0.896847
1	0.936316	0.889906	0.826221
1	1.05673	1.07461	1.13134
1	1.14976	0.991756	1.14152
1	1.11141	1.00958	1.121
1	1.26086	0.993326	1.25418
1	1.32075	1.00188	1.32264
1	1.28975	1.11417	1.40392
1	1.36785	0.984215	1.35206
1	1.27801	1.13277	1.41078
1	1.21856	1.11022	1.32878
1	1.19517	1.04506	1.24023
1	1.21778	1.01326	1.23104
1	1.07792	1.0059	1.08382
1	0.933348	1.01269	0.946039
1	0.866292	0.814756	0.681048
1	1.01215	1.09906	1.11121
1	1.01363	0.977384	0.991019
1	1.00666	1.09301	1.09966
1	1.11339	1.09909	1.21248
1	1.16545	0.92581	1.09126
1	1.20015	1.00426	1.20441
1	1.17639	1.20048	1.37687
1	1.29609	0.987824	1.28391
1	1.23764	1.07758	1.31522
1	1.37844	0.714343	1.09278
1	1.30221	1.13453	1.43674
1	1.2352	0.973557	1.20875
1	1.13186	0.950532	1.0824
1	1.05941	0.958803	1.01822
1	0.940728	0.941981	0.882709
1	0.828283	1.16031	0.988594
1	0.889798	1.09151	0.981311
1	0.906685	1.04912	0.955802
1	0.98692	0.875879	0.862798
1	1.10823	1.05614	1.16438
1	1.17139	1.0552	1.2266
1	0.979009	0.986286	0.965296
1	1.15737	0.907454	1.06482
1	1.25423	0.901103	1.15533
1	1.20589	0.92957	1.13546
1	1.37029	1.09178	1.46206
1	1.38177	0.961662	1.34343
1	1.2571	1.12034	1.37744
1	1.1438	0.964259	1.10806
1	0.956782	0.966259	0.923041
1	0.757363	0.955056	0.712419
1	0.808175	0.972603	0.780778
1	0.811876	1.11978	0.931652
1	0.808698	1.05474	0.863438
1	0.893193	1.06975	0.962942
1	1.01385	1.13222	1.14607
1	1.05489	0.834478	0.889366
1	1.00291	1.08971	1.09261
1	1.1244	1.00702	1.13142
1	1.2427	0.897208	1.13991
1	1.23507	1.1657	1.40076
1	1.2472	1.07182	1.31902
1	1.22087	1.01577	1.23664
1	1.14689	0.98519	1.13208
1	0.938041	0.813342	0.751383
1	0.792808	1.05766	0.850467
1	0.78147	1.24705	1.02852
1	0.772244	1.08004	0.852282
1	0.703858	0.804737	0.508595
1	0.763867	0.895951	0.659818
1	0.875081	0.786644	0.661725
1	0.917183	0.898934	0.816117
1	0.913895	0.984476	0.898371
1	0.924309	0.973394	0.897703
1	0.837019	1.1174	0.954423
1	1.14742	1.09051	1.23793
1	1.16607	1.20389	1.36996
1	1.08302	0.950004	1.03303
1	1.15151	0.8927	1.04421
1	1.03769	1.03242	1.07011
1	0.847	1.03103	0.878033
1	0.935224	0.787495	0.722719
1	0.758548	0.984566	0.743114
1	0.5	1.11998	0.619979
1	0.502907	1.15704	0.659947
1	0.743106	0.960469	0.703575
1	0.888822	1.10563	0.994449
1	0.952916	1.08142	1.03433
1	0.95399	1.0247	0.97869
1	1.00412	1.04038	1.04451
1	0.995541	1.00082	0.996363
1	1.13978	0.978048	1.11782
1	1.09305	0.853003	0.94605
1	1.02816	1.02277	1.05093
1	1.09561	1.14456	1.24017
1	0.906661	1.08761	0.994272
1	0.734112	0.91718	0.651292
1	0.748412	0.85794	0.606352
1	0.645139	0.93513	0.580269
1	0.571485	0.968919	0.540404
1	0.535685	0.950395	0.486081
1	0.665929	0.916976	0.582905
1	0.715715	1.22466	0.940379
1	0.88952	0.750527	0.640047
1	0.980812	1.02541	1.00622
1	0.972293	0.973371	0.945663
1	0.945941	0.819305	0.765245
1	1.05279	1.08324	1.13604
1	1.10936	0.998921	1.10828
1	1.06102	0.950915	1.01194
1	0.996215	1.02559	1.0218
1	0.835296	1.16859	1.00389
1	0.65328	0.981505	0.634785
1	0.647383	0.977603	0.624986
1	0.80012	0.905184	0.705305
1	0.577774	1.02893	0.606702
1	0.547015	0.950492	0.497507
1	0.676198	0.842319	0.518516
1	0.724709	1.02448	0.749186
1	0.808454	1.03737	0.845826
1	0.879258	1.19818	1.07744
1	0.969299	0.942345	0.911644
1	1.06322	1.02325	1.08647
1	1.09263	0.856224	0.948854
1	1.08315	0.973594	1.05675
1	0.984244	0.874342	0.858587
1	0.955558	1.08935	1.04491
1	0.900053	1.04981	0.949859
1	0.755089	0.924526	0.679615
1	0.74713	1.08139	0.828522
1	0.721294	1.07564	0.796933
1	0.618632	1.08167	0.700298
1	0.609238	0.988074	0.597311
1	0.620178	1.00467	0.624851
1	0.66073	1.06482	0.725547
1	0.791931	0.881794	0.673725
1	0.931169	0.869462	0.800631
1	0.887177	0.936995	0.824173
1	1.12035	0.968916	1.08926
1	1.07622	0.96948	1.0457
1	1.04836	1.04039	1.08875
1	1.03543	1.01457	1.05
1	1.00655	0.985004	0.991554
1	0.93532	1.00377	0.939086
1	0.846336	0.989903	0.836239
1	0.830724	1.00502	0.835743
1	0.828075	0.925478	0.753553
1	0.745086	1.00329	0.748374
1	0.733661	0.927894	0.661556
1	0.555217	1.05338	0.608596
1	0.707195	0.972928	0.680124
1	0.899524	0.918682	0.818206
1	0.955963	1.08009	1.03606
1	1.01675	0.819761	0.83651
1	1.02535	1.07989	1.10524
1	1.11118	1.10326	1.21445
1	1.0644	0.981789	1.04619
1	1.06336	1.05747	1.12083
1	1.08268	0.842238	0.924913
1	0.990039	0.972693	0.962731
1	0.930892	0.832265	0.763156
1	0.929366	0.937431	0.866797
1	0.904795	1.01444	0.919238
1	0.776216	0.850719	0.626935
1	0.821143	1.04179	0.862936
1	0.783869	1.07183	0.855703
1	0.839281	0.923278	0.762558
1	0.853302	0.77657	0.629872
1	0.869706	0.895911	0.765617
1	0.945557	1.05474	1.00029
1	1.04475	0.836569	0.881321
1	1.03786	1.11359	1.15146
1	1.11855	1.12676	1.24531
1	1.18196	1.00366	1.18563
1	1.17377	1.11216	1.28593
